Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL1243,SULFABENZAMIDE,4,276.32,0,1.39,SULFABENZAMIDE,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL375888,,0,293.79,0,3.08,3c,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Cl)cc1)N2C,Ki,'=',3.1,nM,8.51,,,UO_0000065,28.96,0.58,5.43,28.8,FALSE,CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1149262,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL2326684,,0,235.76,0,3.62,7d,Cc1cc(C2CC=CCN(C)C2)ccc1Cl,Ki,'=',130,nM,6.89,,,UO_0000065,29.21,0.59,3.27,212.53,FALSE,CHEMBL2327306,Inhibition of human recombinant NET expressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL2321662,1,Scientific Literature,ACS Med. Chem. Lett.,2013,CHEMBL3307715,
CHEMBL1521,ZALEPLON,4,305.34,0,2.64,ZALEPLON,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL649,NADOLOL,4,309.41,0,0.63,NADOLOL,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL224819,,0,338.24,0,3.19,3d,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C,IC50,'=',32.4,nM,7.49,,,UO_0000065,22.14,0.51,4.3,25.35,FALSE,CHEMBL915413,Displacement of [3H]nisoxetine from NET,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1149262,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL441864,,0,327.9,1,5.59,(RR/SS)-10n,Clc1ccc(C(CCCc2ccccc2)C2CCCCN2)cc1,IC50,'=',600,nM,6.22,,,UO_0000065,18.97,0.37,0.63,51.72,FALSE,CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,BAO_0000219,cell-based format,None,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1139231,1,Scientific Literature,J. Med. Chem.,2007,CHEMBL3307715,
CHEMBL219653,,0,291.87,1,5.15,(RR/SS)-10j,Clc1ccc(C(CC2CCCC2)C2CCCCN2)cc1,IC50,'=',310,nM,6.51,,,UO_0000065,22.3,0.44,1.36,54.1,FALSE,CHEMBL911129,Inhibition of [3H]NE uptake into human NET expressing HEK293 cells,B,BAO_0000219,cell-based format,None,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1139231,1,Scientific Literature,J. Med. Chem.,2007,CHEMBL3307715,
CHEMBL1502,PANTOPRAZOLE,4,383.38,0,2.88,PANTOPRAZOLE,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL181,DIAZOXIDE,4,230.68,0,1.87,DIAZOXIDE,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL373710,,0,279.86,1,5,(RS/SR)-10h,CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1,Ki,'=',12000,nM,4.92,,,UO_0000065,17.58,0.35,-0.08,40.9,FALSE,CHEMBL911128,Displacement of [125I]RTI-55 from human NET expressing HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1139231,1,Scientific Literature,J. Med. Chem.,2007,CHEMBL3307715,
CHEMBL267648,PEFLOXACIN,4,333.36,0,1.61,PEFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL498142,,0,283.37,0,3.34,3-II,CNC[C@H]1COc2ccccc2[C@H]1Oc1ccccc1C,IC50,'=',370,nM,6.43,,,UO_0000065,22.7,0.42,3.09,21.09,FALSE,CHEMBL998745,Inhibition of norepinephrine uptake at human NET expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1156588,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3307715,
CHEMBL109571,,0,279.43,0,4.53,16b,CN(C)CC1C2CCC(C2)C1c1ccc2ccccc2c1,IC50,'=',45,nM,7.35,,,UO_0000065,,,,,FALSE,CHEMBL750497,In vitro inhibition of [3H]NE re-uptake into synaptosome,F,BAO_0000221,tissue-based format,None,CHEMBL3638188,Brain,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1136239,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL685,MEBENDAZOLE,4,295.3,0,2.97,MEBENDAZOLE,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL238071,VINDESINE,4,753.94,1,2.73,VINDESINE,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL560877,,0,361.39,0,2.27,21,CCn1c(=O)n([C@@H](c2cccc(F)c2)[C@H](O)CNC)c2c(F)cccc21,IC50,'=',4.1,nM,8.39,,,UO_0000065,23.21,0.44,6.12,14.17,FALSE,CHEMBL1055025,Inhibition of [3H]nisoxetine binding to human NET expressed in MDCK-Net6 cells by plate scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153531,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL556714,,0,322.48,0,4.66,14,c1ccc(CN(c2ccc3sccc3c2)C2CCNCC2)cc1,Ki,'=',199.53,nM,6.7,,,UO_0000065,20.78,0.4,2.04,43.88,FALSE,CHEMBL1051045,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153074,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL1371,CHLORZOXAZONE,4,169.57,0,1.77,CHLORZOXAZONE,O=c1[nH]c2cc(Cl)ccc2o1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL72,DESIPRAMINE,4,266.39,0,3.53,desipramine,CNCCCN1c2ccccc2CCc2ccccc21,IC50,'=',3.4,nM,8.47,,,UO_0000065,31.79,0.58,4.94,55.46,TRUE,CHEMBL1055024,Inhibition of [3H]norepinephrine uptake at human NET expressed in MDCK-Net6 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153531,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL561598,,0,306.41,0,3.32,13,c1ccc(CN(c2ccc3[nH]ncc3c2)C2CCNCC2)cc1,Ki,'=',15.85,nM,7.8,,,UO_0000065,25.46,0.46,4.48,17.75,FALSE,CHEMBL1051045,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153074,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL551135,,0,291.4,0,3.54,12,c1ccc(CN(c2ccc3[nH]ccc3c2)C2CCNC2)cc1,Ki,'=',10,nM,8,,,UO_0000065,27.45,0.5,4.46,25.76,FALSE,CHEMBL1051045,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153074,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL551935,,0,272.39,0,2.6,11a,Cc1ccccc1C(=O)N(CC1CCC1)[C@H]1CCNC1,Ki,'=',72,nM,7.14,,,UO_0000065,26.22,0.49,4.54,22.09,FALSE,CHEMBL1062482,Displacement of [3H]nisoxetine from human recombinant NET expressed in HEK293 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153484,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3307715,
CHEMBL475528,,0,321.42,0,3.34,22,CNCC[C@@H](c1ccccc1)n1c(=O)n(C2CC2)c2ccccc21,Inhibition,'=',25,%,,,,UO_0000187,,,,,FALSE,CHEMBL962313,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells at 1 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152153,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL727,THIOGUANINE,4,167.2,0,0.6,SID538243,Nc1nc2[nH]cnc2c(=S)[nH]1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL560535,,0,305.42,0,3.93,10,c1ccc(CN(c2ccc3[nH]ccc3c2)C2CCNCC2)cc1,Ki,'=',7.943,nM,8.1,,,UO_0000065,26.52,0.48,4.17,26.08,TRUE,CHEMBL1051045,Inhibition of NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1153074,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL83668,TOLNAFTATE,4,307.42,0,4.95,TOLNAFTATE,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1085233,,0,349.43,0,2.88,11,CNC[C@@H](C)CN1c2ccccc2N(c2ccccc2F)S1(=O)=O,IC50,'=',57,nM,7.24,,,UO_0000065,20.73,0.41,4.36,13.76,FALSE,CHEMBL1120740,Displacement of [3H]nisoxetine from human NET expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155515,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL1083741,,0,349.43,0,2.88,12,CNC[C@H](C)CN1c2ccccc2N(c2ccccc2F)S1(=O)=O,IC50,'=',441,nM,6.36,,,UO_0000065,18.19,0.36,3.48,12.07,FALSE,CHEMBL1120740,Displacement of [3H]nisoxetine from human NET expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1155515,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL1173754,,0,284.19,0,3.2,"39, single enantiomer",CC(=O)[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,Ki,'=',15.85,nM,7.8,,,UO_0000065,27.45,0.59,4.6,26.8,FALSE,CHEMBL1176851,Displacement of [N-methyl-3H]nisoxetine from human recombinant NET expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LLCPK,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1177725,1,Scientific Literature,J. Med. Chem.,2010,None,
CHEMBL3545252,DOCETAXEL,4,861.94,2,3.26,DOCETAXEL,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C.O.O.O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL238868,,0,338.42,0,3.97,29,CN(C)Cc1cc(OCCF)ccc1Sc1ccc(F)cc1N,Ki,'=',37,nM,7.43,,,UO_0000065,21.96,0.44,3.46,19.31,FALSE,CHEMBL902863,Displacement of [125I]iodonisoxetine from NET expressed in LLCPK1 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LLC-PK1,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1138354,1,Scientific Literature,J. Med. Chem.,2007,CHEMBL3307655,
CHEMBL56564,TROPISETRON,4,284.36,0,2.95,TROPISETRON,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL12227,,0,447.57,1,6.7,7a,Fc1ccc(C(OC2CC3CCC(C2)N3CCCc2ccccc2)c2ccc(F)cc2)cc1,Ki,'=',3520,nM,5.45,,,UO_0000065,12.18,0.23,-1.25,43.73,FALSE,CHEMBL744184,Compound was evaluated for binding to Norepinephrine Transporter (NET) using [3H]desmethylimipramine as radioligand,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1130275,1,Scientific Literature,J. Med. Chem.,1997,None,
CHEMBL3215298,ABAMECTIN,3,1732.15,None,None,ABAMECTIN,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL4291765,,0,364.46,0,4.57,18,Fc1ccc(N2CCN(CCCOc3ccc4ccccc4c3)CC2)cc1,Inhibition,'=',23.3,%,,,,UO_0000187,,,,,FALSE,CHEMBL4276209,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells at 10 uM after 15 to 20 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL4270660,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL135,ESTRADIOL,4,272.39,0,3.61,BETA-ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1079263,,0,339.22,0,3.23,15,O=C(c1cccc(Cl)c1Cl)N(C1=CCOC=C1)[C@H]1CCNC1,Ki,'=',10,nM,8,,,UO_0000065,23.58,0.5,4.77,19.24,FALSE,CHEMBL1112302,Displacement of [3H]noradrenaline from human NET receptor expressed in HEK293 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1154203,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3307715,
CHEMBL64894,GENTIAN VIOLET,4,407.99,0,4.46,GENTIAN VIOLET,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL459391,,0,299.41,0,3.68,16''d,COc1ccc2ccccc2c1CCC1CCC(CCN)O1,IC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL1031549,Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152751,1,Scientific Literature,Bioorg. Med. Chem.,2009,CHEMBL3307715,
CHEMBL641,ATOMOXETINE,4,255.36,0,3.72,5,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,IC50,'=',3,nM,8.52,,,UO_0000065,33.38,0.61,4.8,40.09,TRUE,CHEMBL962312,Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDCK-Net6,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1152153,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL1487,ATORVASTATIN,4,558.65,2,6.31,ATORVASTATIN,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL489775,,0,287.33,0,2.93,"table 3,5",Fc1ccc(O[C@@H](c2ccccc2)[C@@H]2CNCCO2)cc1,Activity,'=',21,nM,,,,UO_0000065,,,,,FALSE,CHEMBL983577,Binding affinity at NET,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1142443,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL12856,INAMRINONE,4,187.2,0,1.02,AMRINONE,Nc1cc(-c2ccncc2)c[nH]c1=O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1909050,,0,293.41,0,4.09,1-(2-METHYLBENZOYL)-4-(PHENYLMETHYL)-PIPERIDINE,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
CHEMBL1493,FLAVOXATE,4,391.47,0,4.41,FLAVOXATE,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,FALSE,CHEMBL1909094,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),B,BAO_0000249,cell membrane format,None,None,None,MDCK,Membrane,,,,CHEMBL222,Norepinephrine transporter,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308370,
